Gene,Product,Category,Tier
CO692_06855,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
COA08_16715,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
COA08_25535,Peptidyl-arginine deiminase,Acid tolerance,Core
coaBC,Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)],Acid tolerance,Core
COC69_12380,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
COC69_25085,Peptidyl-arginine deiminase,Acid tolerance,Core
COD09_25040,Peptidyl-arginine deiminase,Acid tolerance,Core
COD19_02190,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
COD19_16615,Peptidyl-arginine deiminase,Acid tolerance,Core
COE48_29770,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
COE48_31440,Peptidyl-arginine deiminase,Acid tolerance,Core
COF57_15470,Peptidyl-arginine deiminase,Acid tolerance,Core
COF62_05120,Peptidyl-arginine deiminase,Acid tolerance,Core
COI69_02845,Peptidyl-arginine deiminase,Acid tolerance,Core
COI69_28495,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
COI74_27270,Glutamate decarboxylase,Acid tolerance,Core
COI93_00575,Peptidyl-arginine deiminase,Acid tolerance,Core
COI98_20625,Peptidyl-arginine deiminase,Acid tolerance,Core
COJ15_07205,Peptidyl-arginine deiminase,Acid tolerance,Core
COJ50_08045,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
COJ50_18865,Peptidyl-arginine deiminase,Acid tolerance,Core
COJ61_31865,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
COK05_01395,Peptidyl-arginine deiminase,Acid tolerance,Core
COK05_26410,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
COK38_18160,Peptidyl-arginine deiminase,Acid tolerance,Core
COK81_20015,arginine deiminase (EC 3.5.3.6),Acid tolerance,Core
COK81_31605,Peptidyl-arginine deiminase,Acid tolerance,Core
COK86_13280,Peptidyl-arginine deiminase,Acid tolerance,Core
COK86_17710,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
COK98_03665,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
COL66_26530,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
COM27_27960,Peptidyl-arginine deiminase,Acid tolerance,Core
COM96_27085,Peptidyl-arginine deiminase,Acid tolerance,Core
CON07_07725,Peptidyl-arginine deiminase,Acid tolerance,Core
CON16_25000,Peptidyl-arginine deiminase,Acid tolerance,Core
CON36_00485,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
CON65_01165,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
CON65_02905,Peptidyl-arginine deiminase,Acid tolerance,Core
CON71_34435,Peptidylarginine deiminase,Acid tolerance,Core
CON73_26435,Peptidyl-arginine deiminase,Acid tolerance,Core
COO03_06235,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
COO03_12850,Peptidyl-arginine deiminase,Acid tolerance,Core
COO17_15035,Peptidyl-arginine deiminase,Acid tolerance,Core
CP355_02235,carbamate kinase (EC 2.7.2.2),Acid tolerance,Core
cpkA,Carbamate kinase,Acid tolerance,Core
CQ058_07760,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
CQ058_08415,Peptidyl-arginine deiminase,Acid tolerance,Core
CQ064_18290,Peptidyl-arginine deiminase,Acid tolerance,Core
CQR37_13620,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
CQZ94_09450,Peptidyl-arginine deiminase,Acid tolerance,Core
CQZ94_23130,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
CY96_01210,Carbamate kinase,Acid tolerance,Core
CY96_28625,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
CY96_29745,"2,4-diaminobutyrate decarboxylase",Acid tolerance,Core
CY96_29805,Protein-arginine deiminase C-terminal domain-containing protein,Acid tolerance,Core
CY96_29810,Protein-arginine deiminase C-terminal domain-containing protein,Acid tolerance,Core
D0437_11870,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
D1166_22680,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
D1166_23815,Peptidyl-arginine deiminase,Acid tolerance,Core
D1166_29125,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
D358_00051,Arginine deiminase,Acid tolerance,Core
D4M89_05650,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
D4M89_06115,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
D4M89_09505,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
D5F53_04050,L-threonine-O-3-phosphate decarboxylase (EC 2.6.1.9) (EC 4.1.1.81),Acid tolerance,Core
ddc,"L-2,4-diaminobutyrate decarboxylase (EC 4.1.1.-)",Acid tolerance,Core
ddc_1,"L-2,4-diaminobutyrate decarboxylase (EC 4.1.1.86)",Acid tolerance,Core
ddc_2,"2,4-diaminobutyrate decarboxylase",Acid tolerance,Core
DDV21_005700,Arginine deiminase,Acid tolerance,Core
DDV21_005710,Arginine deiminase,Acid tolerance,Core
DDV21_009535,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
DET55_10776,Agmatine/peptidylarginine deiminase,Acid tolerance,Core
DET55_114106,Glutamate/tyrosine decarboxylase-like PLP-dependent enzyme,Acid tolerance,Core
DET63_102369,Agmatine/peptidylarginine deiminase,Acid tolerance,Core
DET63_11013,Glutamate/tyrosine decarboxylase-like PLP-dependent enzyme,Acid tolerance,Core
DEU45_102110,Glutamate/tyrosine decarboxylase-like PLP-dependent enzyme,Acid tolerance,Core
DEU45_102824,Agmatine/peptidylarginine deiminase,Acid tolerance,Core
DEU45_11328,Carbamate kinase,Acid tolerance,Core
DEU45_1209,Glutamate/tyrosine decarboxylase-like PLP-dependent enzyme,Acid tolerance,Core
DFO70_101471,"L-2,4-diaminobutyrate decarboxylase",Acid tolerance,Core
DFO70_12024,Glutamate/tyrosine decarboxylase-like PLP-dependent enzyme,Acid tolerance,Core
DIS17_03445,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
DIS17_06255,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
DJ90_4397,Glutamate decarboxylase,Acid tolerance,Core
DJ93_3492,Porphyromonas-type peptidyl-arginine deiminase family protein,Acid tolerance,Core
DJ93_5547,Porphyromonas-type peptidyl-arginine deiminase family protein,Acid tolerance,Core
DKP91_18020,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
DKZ22_11270,Aspartate 4-decarboxylase,Acid tolerance,Core
DKZ35_02935,Glutamate decarboxylase,Acid tolerance,Core
DM800_03735,Peptidyl-arginine deiminase,Acid tolerance,Core
DN390_17935,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
DN404_00715,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
DN406_18035,Peptidyl-arginine deiminase,Acid tolerance,Core
DN408_03235,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
DN408_17465,Peptidyl-arginine deiminase,Acid tolerance,Core
DN410_25975,Peptidyl-arginine deiminase,Acid tolerance,Core
DQX05_15685,carbamate kinase (EC 2.7.2.2),Acid tolerance,Core
DQX05_21080,Glutamate decarboxylase,Acid tolerance,Core
DT250_03480,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
DW084_16175,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
DZB94_11425,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
DZB94_20100,Peptidyl-arginine deiminase,Acid tolerance,Core
E2K98_08685,"Arginine deiminase family protein (N(G),N(G)-dimethylarginine dimethylaminohydrolase)",Acid tolerance,Core
E2K98_22375,Amidinotransferase (Arginine deiminase family protein),Acid tolerance,Core
E5F87_00585,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
E6W99_17595,Arginine deiminase,Acid tolerance,Core
EB18_00037,Carbamate kinase,Acid tolerance,Core
EBGED10_51730,COG0076: Glutamate decarboxylase and related PLP-dependent proteins,Acid tolerance,Core
EBGED10_5310,Carbamate kinase,Acid tolerance,Core
EBGED10_60740,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
EC910_11824,Agmatine/peptidylarginine deiminase,Acid tolerance,Core
ECBG_00219,Carbamate kinase,Acid tolerance,Core
ECBG_00231,Carbamate kinase,Acid tolerance,Core
ECBG_03079,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
ECBG_03143,Carbamate kinase,Acid tolerance,Core
EEL30_18520,Glutamate decarboxylase,Acid tolerance,Core
EGM181_08885,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
EGM181_15505,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
EHR_10215,"Arginine deiminase pathway transcriptional regulator, Crp family protein",Acid tolerance,Core
EHR_10230,Carbamate kinase,Acid tolerance,Core
EJF36_15645,Arginine deiminase,Acid tolerance,Core
EJQ19_12775,Glutamate decarboxylase,Acid tolerance,Core
EK398_16765,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
EK398_23170,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
EM151A_0354,"Arginine deiminase pathway transcriptional regulator, Crp family protein",Acid tolerance,Core
ERD32_09825,carbamate kinase (EC 2.7.2.2),Acid tolerance,Core
EUZ87_14390,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
EX87_06920,Glutamate decarboxylase,Acid tolerance,Core
EX87_19385,Carbamate kinase,Acid tolerance,Core
EY666_14430,Arginine deiminase (EC 3.5.3.6),Acid tolerance,Core
EY666_17985,Arginine deiminase (EC 3.5.3.6),Acid tolerance,Core
F0342_14475,Arginine deiminase,Acid tolerance,Core
F1C09_07510,carbamate kinase (EC 2.7.2.2),Acid tolerance,Core
F4V43_15435,Glutamate decarboxylase,Acid tolerance,Core
F6H94_07625,Arginine deiminase,Acid tolerance,Core
F9802_14845,L-threonine-O-3-phosphate decarboxylase (EC 2.6.1.9) (EC 4.1.1.81),Acid tolerance,Core
FBF83_19160,Arginine deiminase,Acid tolerance,Core
FC20_GL000207,Carbamate kinase,Acid tolerance,Core
FC23_GL000970,Carbamate kinase,Acid tolerance,Core
FC37_GL001648,Carbamate kinase,Acid tolerance,Core
FC37_GL001650,Arginine deiminase (EC 3.5.3.6),Acid tolerance,Core
FC59_GL001589,carbamate kinase (EC 2.7.2.2),Acid tolerance,Core
FC59_GL001592,Arginine deiminase (EC 3.5.3.6),Acid tolerance,Core
FC695_34765,"2,4-diaminobutyrate decarboxylase",Acid tolerance,Core
FC699_17740,"2,4-diaminobutyrate decarboxylase",Acid tolerance,Core
FC699_35935,Arginine deiminase,Acid tolerance,Core
FC701_13925,Arginine deiminase,Acid tolerance,Core
FC701_24520,Arginine deiminase,Acid tolerance,Core
FC701_24820,arginine deiminase (EC 3.5.3.6),Acid tolerance,Core
FC701_34955,arginine deiminase (EC 3.5.3.6),Acid tolerance,Core
FD41_GL000051,Carbamate kinase,Acid tolerance,Core
FD41_GL000055,Carbamate kinase,Acid tolerance,Core
FD41_GL000681,Amidinotransferase (Arginine deiminase),Acid tolerance,Core
FD41_GL000817,Carbamate kinase,Acid tolerance,Core
FD41_GL001132,Carbamate kinase,Acid tolerance,Core
FDZ14_15130,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
FE005_11650,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
FJ659_08565,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
FJU10_13560,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
FLT43_00680,Pyridoxal-dependent decarboxylase,Acid tolerance,Core
FME64_11960,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
FRY47_27245,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
FS935_21400,Arginine deiminase,Acid tolerance,Core
G4D63_19675,Arginine deiminase,Acid tolerance,Core
GA0061094_3773,Arginine deiminase,Acid tolerance,Core
GA0061094_4076,"L-2,4-diaminobutyrate decarboxylase",Acid tolerance,Core
gad,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
gadA,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
gadB,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
gadC,Glutamate GABA antiporter protein,Acid tolerance,Contextual
gbs2084,Carbamate kinase,Acid tolerance,Core
gbs2126,Carbamate kinase,Acid tolerance,Core
GCM10011482_10490,Carbamate kinase (EC 2.7.2.2),Acid tolerance,Core
gcvPA,Probable glycine dehydrogenase (decarboxylating) subunit 1 (EC 1.4.4.2) (Glycine cleavage system P-protein subunit 1) (Glycine decarboxylase subunit 1) (Glycine dehydrogenase (aminomethyl-transferring) subunit 1),Acid tolerance,Core
gcvPB,Probable glycine dehydrogenase (decarboxylating) subunit 2 (EC 1.4.4.2) (Glycine cleavage system P-protein subunit 2) (Glycine decarboxylase subunit 2) (Glycine dehydrogenase (aminomethyl-transferring) subunit 2),Acid tolerance,Core
GD442_16505,Peptidyl-arginine deiminase,Acid tolerance,Core
GFU50_16780,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
GFV13_01725,Arginine deiminase,Acid tolerance,Core
GIX79_10095,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
GJU41_19580,Arginine deiminase,Acid tolerance,Core
GM535_11285,Pyridoxal-dependent decarboxylase,Acid tolerance,Core
GM539_13105,carbamate kinase (EC 2.7.2.2),Acid tolerance,Core
GM540_05345,Arginine deiminase (EC 3.5.3.6) (Streptococcal acid glycoprotein),Acid tolerance,Core
GM540_05980,Arginine deiminase (EC 3.5.3.6) (Streptococcal acid glycoprotein),Acid tolerance,Core
GM545_12770,Pyridoxal-dependent decarboxylase,Acid tolerance,Core
GNK04_01120,Arginine deiminase,Acid tolerance,Core
GS18_0206345,"2,4-diaminobutyrate decarboxylase",Acid tolerance,Core
GTI89_00105,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
GTK63_03740,carbamate kinase (EC 2.7.2.2),Acid tolerance,Core
H7R52_02645,Arginine deiminase,Acid tolerance,Core
H7U08_03280,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
H9901_00025,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
H9901_05485,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
hemE,Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37),Acid tolerance,Core
HF838_12490,Glutamate decarboxylase,Acid tolerance,Core
HFP47_02725,Arginine deiminase,Acid tolerance,Core
HLX44_04115,carbamate kinase (EC 2.7.2.2),Acid tolerance,Core
HMI46_22250,Glutamate decarboxylase,Acid tolerance,Core
HMPREF0501_01597,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
HMPREF0501_01601,glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
HMPREF0513_00902,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
HMPREF1015_02635,"L-2,4-diaminobutyrate decarboxylase",Acid tolerance,Core
HMPREF1195_00195,Carbamate kinase,Acid tolerance,Core
HMPREF1336_00185,Carbamate kinase,Acid tolerance,Core
HMPREF1336_02564,Carbamate kinase,Acid tolerance,Core
HMPREF1336_02702,Carbamate kinase,Acid tolerance,Core
HMPREF1336_03101,Carbamate kinase,Acid tolerance,Core
HMPREF1348_00705,Carbamate kinase,Acid tolerance,Core
HMPREF1378_01008,Carbamate kinase,Acid tolerance,Core
HMPREF1557_01286,Carbamate kinase,Acid tolerance,Core
HMPREF2570_07760,Carbamate kinase,Acid tolerance,Core
HMPREF2570_07970,Carbamate kinase,Acid tolerance,Core
HMPREF2594_02765,Carbamate kinase,Acid tolerance,Core
HMPREF2634_07855,Carbamate kinase,Acid tolerance,Core
HMPREF2728_08120,Carbamate kinase,Acid tolerance,Core
HMPREF2780_06585,Carbamate kinase,Acid tolerance,Core
HMPREF2795_06460,Carbamate kinase,Acid tolerance,Core
HMPREF2805_07850,Carbamate kinase,Acid tolerance,Core
HMPREF2837_06040,Carbamate kinase,Acid tolerance,Core
HMPREF2904_03570,Carbamate kinase,Acid tolerance,Core
HMPREF2917_05675,Carbamate kinase,Acid tolerance,Core
HMPREF2970_07965,Carbamate kinase,Acid tolerance,Core
HMPREF2984_08750,Carbamate kinase,Acid tolerance,Core
HMPREF2987_07545,Carbamate kinase,Acid tolerance,Core
HMPREF3168_01015,Carbamate kinase,Acid tolerance,Core
HMPREF9087_0826,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
HMPREF9184_01556,Carbamate kinase,Acid tolerance,Core
HMPREF9186_01930,Carbamate kinase,Acid tolerance,Core
HMPREF9249_01666,carbamate kinase (EC 2.7.2.2),Acid tolerance,Core
HMPREF9478_00695,Carbamate kinase,Acid tolerance,Core
HMPREF9478_00761,Carbamate kinase,Acid tolerance,Core
HMPREF9478_00975,Carbamate kinase,Acid tolerance,Core
HMPREF9478_02309,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
HNP21_001278,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
HNP21_003955,"L-2,4-diaminobutyrate decarboxylase (EC 4.1.1.86)",Acid tolerance,Core
HSISB1_1247,Arginine deiminase (EC 3.5.3.6),Acid tolerance,Core
HSISM1_953,Carbamate kinase,Acid tolerance,Core
HWH42_03710,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
HYQ56_1189,carbamate kinase (EC 2.7.2.2),Acid tolerance,Core
I570_00575,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
I570_00904,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
I570_00977,Carbamate kinase,Acid tolerance,Core
I570_04358,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
I573_00546,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
I573_01128,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
IAY_05170,Arginine deiminase,Acid tolerance,Core
ID09_06895,Carbamate kinase,Acid tolerance,Core
IEE_01940,Porphyromonas-type peptidyl-arginine deiminase,Acid tolerance,Core
IEE_02113,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
IG3_00414,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
IG3_03000,Peptidyl-arginine deiminase,Acid tolerance,Core
IG3_05620,Carbamate kinase,Acid tolerance,Core
IG3_06318,Carbamate kinase,Acid tolerance,Core
IGA_01287,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
IGA_03973,Peptidyl-arginine deiminase,Acid tolerance,Core
IGA_04782,Glutamate decarboxylase,Acid tolerance,Core
IGA_05069,Carbamate kinase,Acid tolerance,Core
IGC_02063,Porphyromonas-type peptidyl-arginine deiminase,Acid tolerance,Core
IGC_04496,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
IGM_00360,Carbamate kinase,Acid tolerance,Core
IGU_03610,Glutamate decarboxylase,Acid tolerance,Core
IGU_03787,Peptidyl-arginine deiminase,Acid tolerance,Core
IGU_04009,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
IGU_05220,Carbamate kinase,Acid tolerance,Core
II3_04147,Peptidyl-arginine deiminase,Acid tolerance,Core
IIA_00276,Carbamate kinase,Acid tolerance,Core
IIC_01005,Peptidyl-arginine deiminase,Acid tolerance,Core
IIG_01442,Peptidyl-arginine deiminase,Acid tolerance,Core
IIG_03851,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
IIQ_02335,Peptidyl-arginine deiminase,Acid tolerance,Core
IIQ_05165,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
IIU_02007,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
IIU_04721,Carbamate kinase,Acid tolerance,Core
IIU_05008,Peptidyl-arginine deiminase,Acid tolerance,Core
IK1_02596,Peptidyl-arginine deiminase,Acid tolerance,Core
IK1_04527,Carbamate kinase,Acid tolerance,Core
IK5_05185,Carbamate kinase,Acid tolerance,Core
IK5_06121,Glutamate decarboxylase,Acid tolerance,Core
IKC_04003,Carbamate kinase,Acid tolerance,Core
IKC_04819,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
IKC_04884,Peptidyl-arginine deiminase,Acid tolerance,Core
IKE_03219,Carbamate kinase,Acid tolerance,Core
IMAU30003_00926,Arginine deiminase,Acid tolerance,Core
IMAU30003_00927,Arginine deiminase,Acid tolerance,Core
IMAU30003_00928,Arginine deiminase,Acid tolerance,Core
IMAU30003_00931,carbamate kinase (EC 2.7.2.2),Acid tolerance,Core
IMAU30003_00932,carbamate kinase (EC 2.7.2.2),Acid tolerance,Core
IMAU50013_00200,carbamate kinase (EC 2.7.2.2),Acid tolerance,Core
IMAU50013_00201,carbamate kinase (EC 2.7.2.2),Acid tolerance,Core
IMAU50013_00204,Arginine deiminase (EC 3.5.3.6),Acid tolerance,Core
IMAU50013_00205,Arginine deiminase,Acid tolerance,Core
IV38_GL001662,Peptidyl-arginine deiminase,Acid tolerance,Core
IV44_GL001605,Carbamate kinase,Acid tolerance,Core
IV50_GL001315,Peptidyl-arginine deiminase,Acid tolerance,Core
IV67_GL000270,Peptidyl-arginine deiminase,Acid tolerance,Core
IV68_GL001234,Carbamate kinase,Acid tolerance,Core
IV73_GL001279,Carbamate kinase,Acid tolerance,Core
JCM14108_3104,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
JCM5805K_0283,Carbamate kinase,Acid tolerance,Core
JCM5805K_0284,Carbamate kinase,Acid tolerance,Core
JCM5805K_1446,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
JCM5805K_1447,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
JCM5805K_2166,Carbamate kinase,Acid tolerance,Core
JDW19_00415,Glutamate decarboxylase,Acid tolerance,Core
JF75_01820,Carbamate kinase,Acid tolerance,Core
JH395_13945,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
JK167_03245,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
JK167_12510,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
JK167_12715,Glutamate decarboxylase (EC 4.1.1.15),Acid tolerance,Core
JP39_07455,Carbamate kinase,Acid tolerance,Core
